id,value_0day_0hr,value_0day_1hr,value_0day_2hr,value_0day_3hr,value_0day_4hr,value_0day_5hr,value_0day_6hr,value_0day_7hr,value_0day_8hr,value_0day_9hr,value_0day_10hr,value_0day_11hr,value_0day_12hr,value_0day_13hr,value_0day_14hr,value_0day_15hr,value_0day_16hr,value_0day_17hr,value_0day_18hr,value_0day_19hr,value_0day_20hr,value_0day_21hr,value_0day_22hr,value_0day_23hr,value_1day_0hr,value_1day_1hr,value_1day_2hr,value_1day_3hr,value_1day_4hr,value_1day_5hr,value_1day_6hr,value_1day_7hr,value_1day_8hr,value_1day_9hr,value_1day_10hr,value_1day_11hr,value_1day_12hr,value_1day_13hr,value_1day_14hr,value_1day_15hr,value_1day_16hr,value_1day_17hr,value_1day_18hr,value_1day_19hr,value_1day_20hr,value_1day_21hr,value_1day_22hr,value_1day_23hr
1110531103,0.0,2.0,1.0,0.0,1.0,2.1333333333333333,1.0,1.0,1.0,2.0,2.0517241379310347,1.1724137931034482,0.3728813559322034,0.13559322033898305,0.03389830508474576,0.01694915254237288,0.01694915254237288,0.017241379310344827,0.017543859649122806,0.017241379310344827,0.25862068965517243,0.6379310344827587,0.5344827586206896,1.4406779661016949,2.152542372881356,2.0508474576271185,0.0,0.0,1.0,2.1694915254237293,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1110531103,2.0,1.0,0.0,1.0,2.1333333333333333,1.0,1.0,1.0,2.0,2.0517241379310347,1.1724137931034482,0.3728813559322034,0.13559322033898305,0.03389830508474576,0.01694915254237288,0.01694915254237288,0.017241379310344827,0.017543859649122806,0.017241379310344827,0.25862068965517243,0.6379310344827587,0.5344827586206896,1.4406779661016949,2.152542372881356,2.0508474576271185,0.0,0.0,1.0,2.1694915254237293,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1110531103,1.0,0.0,1.0,2.1333333333333333,1.0,1.0,1.0,2.0,2.0517241379310347,1.1724137931034482,0.3728813559322034,0.13559322033898305,0.03389830508474576,0.01694915254237288,0.01694915254237288,0.017241379310344827,0.017543859649122806,0.017241379310344827,0.25862068965517243,0.6379310344827587,0.5344827586206896,1.4406779661016949,2.152542372881356,2.0508474576271185,0.0,0.0,1.0,2.1694915254237293,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1110531103,0.0,1.0,2.1333333333333333,1.0,1.0,1.0,2.0,2.0517241379310347,1.1724137931034482,0.3728813559322034,0.13559322033898305,0.03389830508474576,0.01694915254237288,0.01694915254237288,0.017241379310344827,0.017543859649122806,0.017241379310344827,0.25862068965517243,0.6379310344827587,0.5344827586206896,1.4406779661016949,2.152542372881356,2.0508474576271185,0.0,0.0,1.0,2.1694915254237293,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1110531103,1.0,2.1333333333333333,1.0,1.0,1.0,2.0,2.0517241379310347,1.1724137931034482,0.3728813559322034,0.13559322033898305,0.03389830508474576,0.01694915254237288,0.01694915254237288,0.017241379310344827,0.017543859649122806,0.017241379310344827,0.25862068965517243,0.6379310344827587,0.5344827586206896,1.4406779661016949,2.152542372881356,2.0508474576271185,0.0,0.0,1.0,2.1694915254237293,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
1110531103,2.1333333333333333,1.0,1.0,1.0,2.0,2.0517241379310347,1.1724137931034482,0.3728813559322034,0.13559322033898305,0.03389830508474576,0.01694915254237288,0.01694915254237288,0.017241379310344827,0.017543859649122806,0.017241379310344827,0.25862068965517243,0.6379310344827587,0.5344827586206896,1.4406779661016949,2.152542372881356,2.0508474576271185,0.0,0.0,1.0,2.1694915254237293,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
1110531103,1.0,1.0,1.0,2.0,2.0517241379310347,1.1724137931034482,0.3728813559322034,0.13559322033898305,0.03389830508474576,0.01694915254237288,0.01694915254237288,0.017241379310344827,0.017543859649122806,0.017241379310344827,0.25862068965517243,0.6379310344827587,0.5344827586206896,1.4406779661016949,2.152542372881356,2.0508474576271185,0.0,0.0,1.0,2.1694915254237293,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1110531103,1.0,1.0,2.0,2.0517241379310347,1.1724137931034482,0.3728813559322034,0.13559322033898305,0.03389830508474576,0.01694915254237288,0.01694915254237288,0.017241379310344827,0.017543859649122806,0.017241379310344827,0.25862068965517243,0.6379310344827587,0.5344827586206896,1.4406779661016949,2.152542372881356,2.0508474576271185,0.0,0.0,1.0,2.1694915254237293,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1110531103,1.0,2.0,2.0517241379310347,1.1724137931034482,0.3728813559322034,0.13559322033898305,0.03389830508474576,0.01694915254237288,0.01694915254237288,0.017241379310344827,0.017543859649122806,0.017241379310344827,0.25862068965517243,0.6379310344827587,0.5344827586206896,1.4406779661016949,2.152542372881356,2.0508474576271185,0.0,0.0,1.0,2.1694915254237293,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0
1110531103,2.0,2.0517241379310347,1.1724137931034482,0.3728813559322034,0.13559322033898305,0.03389830508474576,0.01694915254237288,0.01694915254237288,0.017241379310344827,0.017543859649122806,0.017241379310344827,0.25862068965517243,0.6379310344827587,0.5344827586206896,1.4406779661016949,2.152542372881356,2.0508474576271185,0.0,0.0,1.0,2.1694915254237293,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0
1110531103,2.0517241379310347,1.1724137931034482,0.3728813559322034,0.13559322033898305,0.03389830508474576,0.01694915254237288,0.01694915254237288,0.017241379310344827,0.017543859649122806,0.017241379310344827,0.25862068965517243,0.6379310344827587,0.5344827586206896,1.4406779661016949,2.152542372881356,2.0508474576271185,0.0,0.0,1.0,2.1694915254237293,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0
