id,value_0day_0hr,value_0day_1hr,value_0day_2hr,value_0day_3hr,value_0day_4hr,value_0day_5hr,value_0day_6hr,value_0day_7hr,value_0day_8hr,value_0day_9hr,value_0day_10hr,value_0day_11hr,value_0day_12hr,value_0day_13hr,value_0day_14hr,value_0day_15hr,value_0day_16hr,value_0day_17hr,value_0day_18hr,value_0day_19hr,value_0day_20hr,value_0day_21hr,value_0day_22hr,value_0day_23hr,value_1day_0hr,value_1day_1hr,value_1day_2hr,value_1day_3hr,value_1day_4hr,value_1day_5hr,value_1day_6hr,value_1day_7hr,value_1day_8hr,value_1day_9hr,value_1day_10hr,value_1day_11hr,value_1day_12hr,value_1day_13hr,value_1day_14hr,value_1day_15hr,value_1day_16hr,value_1day_17hr,value_1day_18hr,value_1day_19hr,value_1day_20hr,value_1day_21hr,value_1day_22hr,value_1day_23hr
1110307021,21.0,23.0,23.0,24.0,24.0,17.593220338983052,25.0,23.0,25.0,20.0,18.25423728813559,17.847457627118644,18.166666666666668,18.220338983050848,18.237288135593214,18.57627118644068,18.322033898305087,18.448275862068964,18.771929824561404,18.1896551724138,19.25423728813559,19.355932203389827,18.86206896551724,19.01694915254237,18.355932203389827,18.42372881355932,3.0,24.0,24.0,17.637931034482758,24.0,23.0,24.0,24.0,23.0,23.0,24.0,25.0,22.0,20.0,23.0,23.0,25.0,24.0,24.0,23.0,23.0,20.0
1110307021,23.0,23.0,24.0,24.0,17.593220338983052,25.0,23.0,25.0,20.0,18.25423728813559,17.847457627118644,18.166666666666668,18.220338983050848,18.237288135593214,18.57627118644068,18.322033898305087,18.448275862068964,18.771929824561404,18.1896551724138,19.25423728813559,19.355932203389827,18.86206896551724,19.01694915254237,18.355932203389827,18.42372881355932,3.0,24.0,24.0,17.637931034482758,24.0,23.0,24.0,24.0,23.0,23.0,24.0,25.0,22.0,20.0,23.0,23.0,25.0,24.0,24.0,23.0,23.0,20.0,22.0
1110307021,23.0,24.0,24.0,17.593220338983052,25.0,23.0,25.0,20.0,18.25423728813559,17.847457627118644,18.166666666666668,18.220338983050848,18.237288135593214,18.57627118644068,18.322033898305087,18.448275862068964,18.771929824561404,18.1896551724138,19.25423728813559,19.355932203389827,18.86206896551724,19.01694915254237,18.355932203389827,18.42372881355932,3.0,24.0,24.0,17.637931034482758,24.0,23.0,24.0,24.0,23.0,23.0,24.0,25.0,22.0,20.0,23.0,23.0,25.0,24.0,24.0,23.0,23.0,20.0,22.0,22.0
1110307021,24.0,24.0,17.593220338983052,25.0,23.0,25.0,20.0,18.25423728813559,17.847457627118644,18.166666666666668,18.220338983050848,18.237288135593214,18.57627118644068,18.322033898305087,18.448275862068964,18.771929824561404,18.1896551724138,19.25423728813559,19.355932203389827,18.86206896551724,19.01694915254237,18.355932203389827,18.42372881355932,3.0,24.0,24.0,17.637931034482758,24.0,23.0,24.0,24.0,23.0,23.0,24.0,25.0,22.0,20.0,23.0,23.0,25.0,24.0,24.0,23.0,23.0,20.0,22.0,22.0,24.0
1110307021,24.0,17.593220338983052,25.0,23.0,25.0,20.0,18.25423728813559,17.847457627118644,18.166666666666668,18.220338983050848,18.237288135593214,18.57627118644068,18.322033898305087,18.448275862068964,18.771929824561404,18.1896551724138,19.25423728813559,19.355932203389827,18.86206896551724,19.01694915254237,18.355932203389827,18.42372881355932,3.0,24.0,24.0,17.637931034482758,24.0,23.0,24.0,24.0,23.0,23.0,24.0,25.0,22.0,20.0,23.0,23.0,25.0,24.0,24.0,23.0,23.0,20.0,22.0,22.0,24.0,23.0
1110307021,17.593220338983052,25.0,23.0,25.0,20.0,18.25423728813559,17.847457627118644,18.166666666666668,18.220338983050848,18.237288135593214,18.57627118644068,18.322033898305087,18.448275862068964,18.771929824561404,18.1896551724138,19.25423728813559,19.355932203389827,18.86206896551724,19.01694915254237,18.355932203389827,18.42372881355932,3.0,24.0,24.0,17.637931034482758,24.0,23.0,24.0,24.0,23.0,23.0,24.0,25.0,22.0,20.0,23.0,23.0,25.0,24.0,24.0,23.0,23.0,20.0,22.0,22.0,24.0,23.0,24.0
1110307021,25.0,23.0,25.0,20.0,18.25423728813559,17.847457627118644,18.166666666666668,18.220338983050848,18.237288135593214,18.57627118644068,18.322033898305087,18.448275862068964,18.771929824561404,18.1896551724138,19.25423728813559,19.355932203389827,18.86206896551724,19.01694915254237,18.355932203389827,18.42372881355932,3.0,24.0,24.0,17.637931034482758,24.0,23.0,24.0,24.0,23.0,23.0,24.0,25.0,22.0,20.0,23.0,23.0,25.0,24.0,24.0,23.0,23.0,20.0,22.0,22.0,24.0,23.0,24.0,17.933333333333334
1110307021,23.0,25.0,20.0,18.25423728813559,17.847457627118644,18.166666666666668,18.220338983050848,18.237288135593214,18.57627118644068,18.322033898305087,18.448275862068964,18.771929824561404,18.1896551724138,19.25423728813559,19.355932203389827,18.86206896551724,19.01694915254237,18.355932203389827,18.42372881355932,3.0,24.0,24.0,17.637931034482758,24.0,23.0,24.0,24.0,23.0,23.0,24.0,25.0,22.0,20.0,23.0,23.0,25.0,24.0,24.0,23.0,23.0,20.0,22.0,22.0,24.0,23.0,24.0,17.933333333333334,21.0
1110307021,25.0,20.0,18.25423728813559,17.847457627118644,18.166666666666668,18.220338983050848,18.237288135593214,18.57627118644068,18.322033898305087,18.448275862068964,18.771929824561404,18.1896551724138,19.25423728813559,19.355932203389827,18.86206896551724,19.01694915254237,18.355932203389827,18.42372881355932,3.0,24.0,24.0,17.637931034482758,24.0,23.0,24.0,24.0,23.0,23.0,24.0,25.0,22.0,20.0,23.0,23.0,25.0,24.0,24.0,23.0,23.0,20.0,22.0,22.0,24.0,23.0,24.0,17.933333333333334,21.0,24.0
1110307021,20.0,18.25423728813559,17.847457627118644,18.166666666666668,18.220338983050848,18.237288135593214,18.57627118644068,18.322033898305087,18.448275862068964,18.771929824561404,18.1896551724138,19.25423728813559,19.355932203389827,18.86206896551724,19.01694915254237,18.355932203389827,18.42372881355932,3.0,24.0,24.0,17.637931034482758,24.0,23.0,24.0,24.0,23.0,23.0,24.0,25.0,22.0,20.0,23.0,23.0,25.0,24.0,24.0,23.0,23.0,20.0,22.0,22.0,24.0,23.0,24.0,17.933333333333334,21.0,24.0,24.0
